MODGPC29986,03-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£585.60
MODGPC29987,11-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,050.00"
MODGPC29988,10-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,754.17"
MODGPC29989,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,487.93"
MODGPC29990,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£738.17
MODGPC29991,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,292.67"
MODGPC29992,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,109.34"
MODGPC29993,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,425.22"
MODGPC29994,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,767.16"
MODGPC29995,12-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£600.00
MODGPC29996,12-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£977.47
MODGPC29997,03-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,030.00"
MODGPC29998,03-Apr-12,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£2,309.37"
MODGPC29999,10-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£918.00
MODGPC30000,12-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£693.89
MODGPC30001,04-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£4,200.00"
MODGPC30002,02-Apr-12,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,£679.13
MODGPC30003,04-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,212.00"
MODGPC30004,05-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,711.00"
MODGPC30005,03-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£3,056.40"
MODGPC30006,03-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£3,056.40"
MODGPC30007,04-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£955.62
MODGPC30008,10-Apr-12,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,£520.45
MODGPC30009,10-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,583.41"
MODGPC30010,10-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,664.56"
MODGPC30011,02-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,896.00"
MODGPC30012,10-Apr-12,Professional Services              , VETERINARY SERVICES,"£1,041.73"
MODGPC30013,11-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,223.60"
MODGPC30014,03-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£510.70
MODGPC30015,02-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£4,194.00"
MODGPC30016,02-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£4,194.00"
MODGPC30017,05-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,405.20"
MODGPC30018,05-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,405.20"
MODGPC30019,05-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,689.60"
MODGPC30020,05-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,879.20"
MODGPC30021,11-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,320.00"
MODGPC30022,03-Apr-12,Professional Services              , VETERINARY SERVICES,£608.28
MODGPC30023,04-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,385.16"
MODGPC30024,04-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,472.44"
MODGPC30025,04-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,528.76"
MODGPC30026,04-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,956.12"
MODGPC30027,04-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£815.89
MODGPC30028,05-Apr-12,Professional Services              , MISC PERSONAL SERV - DEF,"£1,866.43"
MODGPC30029,05-Apr-12,Professional Services              , MISC PERSONAL SERV - DEF,"£2,363.58"
MODGPC30030,05-Apr-12,Professional Services              , MISC PERSONAL SERV - DEF,"£3,522.55"
MODGPC30031,04-Apr-12,Professional Services              , LEGAL SERVICES ATTORNEYS,"£3,162.32"
MODGPC30032,03-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£519.60
MODGPC30033,10-Apr-12,Professional Services              , VETERINARY SERVICES,£664.24
MODGPC30034,11-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,246.80"
MODGPC30035,06-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,116.00"
MODGPC30036,05-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£800.00
MODGPC30037,11-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£543.84
MODGPC30038,11-Apr-12,Professional Services              , VETERINARY SERVICES,£675.31
MODGPC30039,04-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£894.96
MODGPC30040,05-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,312.80"
MODGPC30041,11-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£780.00
MODGPC30042,12-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£2,496.00"
MODGPC30043,03-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£3,060.00"
MODGPC30044,03-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£3,060.00"
MODGPC30045,03-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,664.00"
MODGPC30046,04-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,"£3,602.40"
MODGPC30047,03-Apr-12,Hotels Restaurants and Bars               , BARS/TAVERNS/LOUNGES/DISCOS,£525.00
MODGPC30048,06-Apr-12,Hotels Restaurants and Bars               , BARS/TAVERNS/LOUNGES/DISCOS,"£1,365.00"
MODGPC30049,10-Apr-12,Hotels Restaurants and Bars               , BARS/TAVERNS/LOUNGES/DISCOS,£525.00
MODGPC30050,11-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,£665.50
MODGPC30051,02-Apr-12,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£86,726.77"
MODGPC30052,02-Apr-12,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£55,843.42"
MODGPC30053,04-Apr-12,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,£628.00
MODGPC30054,03-Apr-12,Statutory Bodies                   , GOV'T SERV - DEFAULT,£680.69
MODGPC30055,03-Apr-12,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£9,267.18"
MODGPC30056,10-Apr-12,Statutory Bodies                   , GOV'T SERV - DEFAULT,£636.80
MODGPC30057,10-Apr-12,Statutory Bodies                   , GOV'T SERV - DEFAULT,£500.00
MODGPC30058,02-Apr-12,Statutory Bodies                   , GOV'T SERV - DEFAULT,£600.38
MODGPC30059,10-Apr-12,Telecommunication Services         , TELECOMMUNICATION SERVICES,£597.70
MODGPC30060,11-Apr-12,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£934.60
MODGPC30061,02-Apr-12,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£901.52
MODGPC30062,11-Apr-12,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£605.88
MODGPC30063,05-Apr-12,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£3,423.54"
MODGPC30064,03-Apr-12,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£2,812.83"
MODGPC30065,05-Apr-12,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£1,254.63"
MODGPC30066,11-Apr-12,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"£1,396.00"
MODGPC30067,11-Apr-12,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"£7,664.00"
MODGPC30068,03-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,"£1,669.35"
MODGPC30069,02-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,125.00"
MODGPC30070,12-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£850.00
MODGPC30071,12-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,517.80"
MODGPC30072,03-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£844.00
MODGPC30073,10-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£4,511.40"
MODGPC30074,10-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,063.00"
MODGPC30075,10-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,063.00"
MODGPC30076,10-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£946.80
MODGPC30077,02-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,300.00"
MODGPC30078,10-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,£900.00
MODGPC30079,10-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,£900.00
MODGPC30080,10-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,£900.00
MODGPC30081,04-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,£714.00
MODGPC30082,11-Apr-12,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"£1,254.00"
MODGPC30083,02-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£600.00
MODGPC30084,03-Apr-12,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,£750.60
MODGPC30085,11-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,£651.65
MODGPC30086,03-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,"£1,621.50"
MODGPC30087,03-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,"£2,053.50"
MODGPC30088,10-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,"£1,872.00"
MODGPC30089,02-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,100.00"
MODGPC30090,11-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,550.00"
MODGPC30091,04-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,934.40"
MODGPC30092,02-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,794.00"
MODGPC30093,04-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,200.00"
MODGPC30094,03-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,500.00"
MODGPC30095,04-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,000.00"
MODGPC30096,11-Apr-12,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£5,532.00"
MODGPC30097,04-Apr-12,Training and Educational           , SCHOOLS - DEFAULT,"£1,404.50"
MODGPC30098,11-Apr-12,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,£508.80
MODGPC30099,04-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£915.79
MODGPC30100,03-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£684.55
MODGPC30101,02-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£604.38
MODGPC30102,05-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"£1,024.99"
MODGPC30103,10-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£858.81
MODGPC30104,10-Apr-12,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£929.46
MODGPC30105,02-Apr-12,Utilities and Non Automotive Fuel  , FUEL DEALERS,£889.87
MODGPC30106,03-Apr-12,Utilities and Non Automotive Fuel  , FUEL DEALERS,£885.81
MODGPC30107,02-Apr-12,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£543.60
MODGPC30108,11-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£639.31
MODGPC30109,05-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£1,253.50"
MODGPC30110,11-Apr-12,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,883.74"
MODGPC30111,04-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£1,291.30"
MODGPC30112,04-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£910.55
MODGPC30113,12-Apr-12,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£2,139.60"
MODGPC30114,11-Apr-12,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£3,120.00"
MODGPC30115,04-Apr-12,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,500.00"
MODGPC30116,03-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£681.60
MODGPC30117,03-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£522.00
MODGPC30118,10-Apr-12,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,845.00"
MODGPC30119,11-Apr-12,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,£600.00
MODGPC30120,05-Apr-12,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,"£3,248.90"
MODGPC30121,05-Apr-12,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£629.28
MODGPC30122,05-Apr-12,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,155.84"
MODGPC30123,02-Apr-12,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"£2,946.85"
MODGPC30124,11-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£1,786.71"
MODGPC30125,03-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£540.00
MODGPC30126,04-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£643.96
MODGPC30127,04-Apr-12,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£567.54
MODGPC30128,03-Apr-12,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,944.00"
MODGPC30129,25-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,742.76"
MODGPC30130,27-Apr-12,Auto Rental                        ,Auto Rental                        ,£502.07
MODGPC30131,25-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,946.13"
MODGPC30132,24-Apr-12,Auto Rental                        ,Auto Rental                        ,£554.00
MODGPC30133,27-Apr-12,Auto Rental                        ,Auto Rental                        ,£555.41
MODGPC30134,23-Apr-12,Auto Rental                        ,Auto Rental                        ,"£5,081.90"
MODGPC30135,17-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,790.00"
MODGPC30136,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£4,814.55"
MODGPC30137,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£665.28
MODGPC30138,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,736.72"
MODGPC30139,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,470.36"
MODGPC30140,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£685.44
MODGPC30141,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,484.11"
MODGPC30142,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£616.90
MODGPC30143,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,528.40"
MODGPC30144,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,557.46"
MODGPC30145,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£789.60
MODGPC30146,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£600.43
MODGPC30147,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,293.60"
MODGPC30148,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£3,880.80"
MODGPC30149,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,674.48"
MODGPC30150,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,982.40"
MODGPC30151,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,880.58"
MODGPC30152,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£4,401.60"
MODGPC30153,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£3,225.60"
MODGPC30154,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,352.00"
MODGPC30155,26-Apr-12,Auto Rental                        ,Auto Rental                        ,"£1,730.40"
MODGPC30156,26-Apr-12,Auto Rental                        ,Auto Rental                        ,£812.11
MODGPC30157,24-Apr-12,Auto Rental                        ,Auto Rental                        ,"£2,045.28"
MODGPC30158,16-Apr-12,Books and Periodicals              , BOOK STORES,"£1,093.15"
MODGPC30159,27-Apr-12,Books and Periodicals              , BOOK STORES,£900.00
MODGPC30160,27-Apr-12,Books and Periodicals              , BOOK STORES,£793.02
MODGPC30161,18-Apr-12,Books and Periodicals              , BOOK STORES,£721.74
MODGPC30162,26-Apr-12,Books and Periodicals              , BOOK STORES,"£1,993.00"
MODGPC30163,18-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£884.86
MODGPC30164,26-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£689.45
MODGPC30165,13-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£689.45
MODGPC30166,18-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£603.48
MODGPC30167,16-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£897.01
MODGPC30168,20-Apr-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£4,152.20"
MODGPC30169,26-Apr-12,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,£510.60
MODGPC30170,17-Apr-12,Books and Periodicals              , BOOK STORES,"£1,425.34"
MODGPC30171,26-Apr-12,Books and Periodicals              , BOOK STORES,"£4,378.76"
MODGPC30172,26-Apr-12,Books and Periodicals              , BOOK STORES,"£4,072.00"
MODGPC30173,25-Apr-12,Books and Periodicals              , BOOK STORES,"£1,077.79"
MODGPC30174,19-Apr-12,Books and Periodicals              , BOOK STORES,£576.92
MODGPC30175,26-Apr-12,Books and Periodicals              , BOOK STORES,"£1,795.00"
MODGPC30176,17-Apr-12,Books and Periodicals              , BOOK STORES,"£2,930.95"
MODGPC30177,26-Apr-12,Books and Periodicals              , BOOK STORES,"£1,258.60"
MODGPC30178,20-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,126.80"
MODGPC30179,23-Apr-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,£628.30
MODGPC30180,17-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£539.21
MODGPC30181,20-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£584.22
MODGPC30182,13-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£692.40
MODGPC30183,19-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£934.72
MODGPC30184,30-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£648.00
MODGPC30185,20-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,418.62"
MODGPC30186,13-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£892.98
MODGPC30187,13-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£6,140.40"
MODGPC30188,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,311.05"
MODGPC30189,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,156.21"
MODGPC30190,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,066.84"
MODGPC30191,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,866.78"
MODGPC30192,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,828.26"
MODGPC30193,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,661.46"
MODGPC30194,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,601.46"
MODGPC30195,17-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,614.48"
MODGPC30196,17-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£4,904.48"
MODGPC30197,20-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£4,904.48"
MODGPC30198,18-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£6,038.64"
MODGPC30199,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£701.57
MODGPC30200,23-Apr-12,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"£1,092.00"
MODGPC30201,20-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£864.00
MODGPC30202,13-Apr-12,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,£694.08
MODGPC30203,23-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£697.25
MODGPC30204,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£608.86
MODGPC30205,12-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,159.20"
MODGPC30206,19-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£580.20
MODGPC30207,25-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,859.56"
MODGPC30208,25-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC30209,25-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC30210,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC30211,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,888.00"
MODGPC30212,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,990.00"
MODGPC30213,27-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,148.00"
MODGPC30214,26-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,162.56"
MODGPC30215,24-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£875.06
MODGPC30216,24-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£840.00
MODGPC30217,30-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£709.19
MODGPC30218,12-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,357.56"
MODGPC30219,18-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£930.58
MODGPC30220,25-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£731.48
MODGPC30221,13-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£695.88
MODGPC30222,18-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£613.52
MODGPC30223,25-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£999.60
MODGPC30224,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£604.88
MODGPC30225,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£570.68
MODGPC30226,20-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,242.02"
MODGPC30227,25-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,896.00"
MODGPC30228,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£941.09
MODGPC30229,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£941.09
MODGPC30230,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£941.09
MODGPC30231,24-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£941.09
MODGPC30232,16-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,476.00"
MODGPC30233,17-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£808.38
MODGPC30234,24-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£844.80
MODGPC30235,24-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£1,584.00"
MODGPC30236,26-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£509.22
MODGPC30237,17-Apr-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£1,665.30"
MODGPC30238,17-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,008.00"
MODGPC30239,18-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£4,052.40"
MODGPC30240,18-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£4,622.40"
MODGPC30241,27-Apr-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£858.00
MODGPC30242,28-Apr-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£505.19
MODGPC30243,18-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£1,932.29"
MODGPC30244,18-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£708.00
MODGPC30245,16-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£778.94
MODGPC30246,19-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£767.52
MODGPC30247,20-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£528.90
MODGPC30248,24-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£1,586.15"
MODGPC30249,26-Apr-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£1,639.58"
MODGPC30250,16-Apr-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£1,419.00"
MODGPC30251,24-Apr-12,Business Clothing and Footwear     , COMMERCIAL FOOTWEAR,"£3,720.96"
MODGPC30252,19-Apr-12,Catering and Catering Supplies     , CATERERS,£567.50
MODGPC30253,25-Apr-12,Catering and Catering Supplies     , CATERERS,"£3,029.40"
MODGPC30254,23-Apr-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,109.49"
MODGPC30255,13-Apr-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,£590.67
MODGPC30256,17-Apr-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,£594.86
